question,type,database
What are the top 5 most recent questions asked by users with a reputation above 2000?,Pathfinding Queries,buzzoverflow
How many questions have been tagged with 'aws-lambda'?,Pathfinding Queries,buzzoverflow
List all the questions asked by users with an image link ending in 'identicon' and limit the results to the first 3.,Pathfinding Queries,buzzoverflow
What are the titles of the questions that have not been answered yet and have a negative score?,Pathfinding Queries,buzzoverflow
Who are the top 5 users by reputation who have asked a question about hierarchical data types in GraphQL?,Pathfinding Queries,buzzoverflow
Which questions about GraphQL have been asked in June 2020?,Pathfinding Queries,buzzoverflow
Identify the first 3 questions with zero favorites and at least one upvote.,Pathfinding Queries,buzzoverflow
List the first 3 users who asked questions tagged with 'graphql-subscriptions'.,Pathfinding Queries,buzzoverflow
"How many questions have a 'createdAt' date on or after June 5, 2020, and are tagged with 'graphql'?",Pathfinding Queries,buzzoverflow
What are the links to the questions that have been answered and tagged with 'aws-lambda'?,Pathfinding Queries,buzzoverflow
Which users have asked questions with a score of zero and have not been answered?,Pathfinding Queries,buzzoverflow
List the top 5 questions that have the most downvotes.,Pathfinding Queries,buzzoverflow
What are the titles of the first 3 questions with a score greater than or equal to 3?,Pathfinding Queries,buzzoverflow
Which tags are associated with questions that have been downvoted at least once?,Pathfinding Queries,buzzoverflow
Identify the tags of the first 3 questions asked by 'Christopher'.,Pathfinding Queries,buzzoverflow
What are the first 3 questions asked by users with a reputation less than 500?,Pathfinding Queries,buzzoverflow
Which questions were tagged with 'graphql' and have a link containing 'stackoverflow'?,Pathfinding Queries,buzzoverflow
List the first 3 users who have asked questions with 'graphql' in the title.,Pathfinding Queries,buzzoverflow
Which users asked questions that have been favorited at least once and limit the results to the first 3?,Pathfinding Queries,buzzoverflow
Find all questions that have been both upvoted and downvoted.,Pathfinding Queries,buzzoverflow
List the tags associated with questions asked in 2018.,Pathfinding Queries,buzzoverflow
Which questions have a score of 1 and were created in 2017?,Pathfinding Queries,buzzoverflow
Identify users who asked questions about GraphQL APIs and list the first 3.,Pathfinding Queries,buzzoverflow
What are the top 5 questions with links including 'github' in their URL?,Pathfinding Queries,buzzoverflow
Which questions were asked by users with a display name starting with 'A' and what are their titles?,Pathfinding Queries,buzzoverflow
List the first 3 questions that have 'subscription' mentioned in their text.,Pathfinding Queries,buzzoverflow
Which questions have been tagged with 'aws-lambda' and have an 'answered' status of true?,Pathfinding Queries,buzzoverflow
What are the first 3 most recent questions tagged with 'graphql-js'?,Pathfinding Queries,buzzoverflow
Identify the tags for questions that have a createdAt date in 2020 and limit the results to the first 3.,Pathfinding Queries,buzzoverflow
Which users have asked questions that have not received any upvotes and limit the results to the first 3?,Pathfinding Queries,buzzoverflow
List the first 3 questions with the most favorites and include their titles.,Pathfinding Queries,buzzoverflow
What are the titles and links of the first 3 questions with exactly one downvote?,Pathfinding Queries,buzzoverflow
Which questions have been asked by users with a reputation above 1000 and are tagged with 'graphql'?,Pathfinding Queries,buzzoverflow
Identify the first 3 questions asked by users whose link includes 'stackoverflow' and have been answered.,Pathfinding Queries,buzzoverflow
Which tags are associated with questions that have a createdAt date earlier than 2018?,Pathfinding Queries,buzzoverflow
Which users have asked more than 5 questions?,Complex Aggregation Queries,buzzoverflow
What are the top 5 most upvoted questions?,Complex Aggregation Queries,buzzoverflow
List the first 3 tags associated with questions that have more than 10 downvotes.,Complex Aggregation Queries,buzzoverflow
Which questions were tagged with 'react-apollo' and have a negative score?,Complex Aggregation Queries,buzzoverflow
Find the top 5 users by reputation who have asked a question in 2020.,Complex Aggregation Queries,buzzoverflow
What are the top 3 questions with the most favorites?,Complex Aggregation Queries,buzzoverflow
List all users who have asked a question about 'graphql' according to the tags.,Complex Aggregation Queries,buzzoverflow
Which questions have been asked by users with more than 2000 reputation and have scores less than 0?,Complex Aggregation Queries,buzzoverflow
Show the first 3 questions asked by 'Christopher'.,Complex Aggregation Queries,buzzoverflow
List the top 5 questions with the most favorites and have been answered.,Complex Aggregation Queries,buzzoverflow
Which tags have been used more than twice in the database?,Complex Aggregation Queries,buzzoverflow
Find the first 3 users who asked questions tagged with 'node.js'.,Complex Aggregation Queries,buzzoverflow
What are the first 3 most recent questions asked on the platform?,Complex Aggregation Queries,buzzoverflow
Show the top 5 questions with the highest score that were asked by users with a reputation under 500.,Complex Aggregation Queries,buzzoverflow
Find the first 3 questions that have not been answered and have zero upvotes.,Complex Aggregation Queries,buzzoverflow
List the top 5 users by number of questions they have asked.,Complex Aggregation Queries,buzzoverflow
Which questions have more than 5 downvotes and are tagged with 'aws-lambda'?,Complex Aggregation Queries,buzzoverflow
Identify the first 3 questions with a score of 0 or less that were asked by users with an image URL.,Complex Aggregation Queries,buzzoverflow
Show the top 5 most downvoted questions.,Complex Aggregation Queries,buzzoverflow
What are the first 3 questions that have been tagged with 'graphql' and have more than 1 favorite?,Complex Aggregation Queries,buzzoverflow
List the top 5 questions with the most downvotes that were asked before 2019.,Complex Aggregation Queries,buzzoverflow
Which users have asked questions that have not been answered and have a score less than -1?,Complex Aggregation Queries,buzzoverflow
List the first 3 users who asked questions with more than 2 tags.,Complex Aggregation Queries,buzzoverflow
Show the top 5 questions with the highest number of favorites that were asked by users with a link containing 'stackoverflow'.,Complex Aggregation Queries,buzzoverflow
What are the first 3 most recent questions asked by users with a reputation over 10000?,Complex Aggregation Queries,buzzoverflow
Which questions tagged with 'aws-lambda' have been asked by users with a reputation of more than 5000?,Complex Aggregation Queries,buzzoverflow
Find the top 5 questions with the least favorites that have been answered.,Complex Aggregation Queries,buzzoverflow
List the first 3 questions that have been asked by users without a profile image.,Complex Aggregation Queries,buzzoverflow
Show the top 5 users who have asked the most questions with a negative score.,Complex Aggregation Queries,buzzoverflow
